Date,PX_LAST
11/2/2016,122.34
11/1/2016,123.3
10/31/2016,124.87
10/28/2016,126.57
10/27/2016,126.47
10/26/2016,126.97
10/25/2016,126.51
10/24/2016,127.33
10/21/2016,127.5
10/20/2016,123.35
10/19/2016,121.87
10/18/2016,118.79
10/17/2016,99.8
10/14/2016,101.47
10/13/2016,100.23
10/12/2016,99.5
10/11/2016,100.59
10/10/2016,103.33
10/7/2016,104.82
10/6/2016,105.07
10/5/2016,106.28
10/4/2016,102.34
10/3/2016,102.63
9/30/2016,98.55
9/29/2016,96.67
9/28/2016,97.48
9/27/2016,97.07
9/26/2016,94.56
9/23/2016,95.94
9/22/2016,95.83
9/21/2016,94.88
9/20/2016,98.25
9/19/2016,98.06
9/16/2016,99.48
9/15/2016,97.34
9/14/2016,97.01
9/13/2016,96.09
9/12/2016,99.05
9/9/2016,96.5
9/8/2016,99.66
9/7/2016,99.15
9/6/2016,100.09
9/2/2016,97.38
9/1/2016,97.38
8/31/2016,97.45
8/30/2016,97.45
8/29/2016,97.3
8/26/2016,97.58
8/25/2016,97.32
8/24/2016,95.18
8/23/2016,95.94
8/22/2016,95.26
8/19/2016,95.87
8/18/2016,96.16
8/17/2016,96.37
8/16/2016,95.12
8/15/2016,95.31
8/12/2016,96.59
8/11/2016,95.89
8/10/2016,93.93
8/9/2016,93.99
8/8/2016,95.11
8/5/2016,97.03
8/4/2016,93.44
8/3/2016,93.1
8/2/2016,93.56
8/1/2016,94.37
7/29/2016,91.25
7/28/2016,91.65
7/27/2016,92.04
7/26/2016,91.41
7/25/2016,87.66
7/22/2016,85.89
7/21/2016,85.99
7/20/2016,87.91
7/19/2016,85.84
7/18/2016,98.81
7/15/2016,98.39
7/14/2016,98.02
7/13/2016,96.43
7/12/2016,95.97
7/11/2016,94.67
7/8/2016,97.06
7/7/2016,95.1
7/6/2016,94.6
7/5/2016,97.91
7/1/2016,96.67
6/30/2016,91.48
6/29/2016,91.06
6/28/2016,87.97
6/27/2016,85.33
6/24/2016,88.44
6/23/2016,91.66
6/22/2016,90.01
6/21/2016,90.99
6/20/2016,93.8
6/17/2016,94.45
6/16/2016,95.44
6/15/2016,94.29
6/14/2016,94.12
6/13/2016,93.85
6/10/2016,93.75
6/9/2016,97.09
6/8/2016,97.86
6/7/2016,99.89
6/6/2016,100.74
6/3/2016,99.59
6/2/2016,101.25
6/1/2016,101.51
5/31/2016,102.57
5/27/2016,103.3
5/26/2016,102.81
5/25/2016,100.2
5/24/2016,97.89
5/23/2016,94.89
5/20/2016,92.49
5/19/2016,89.55
5/18/2016,90.5
5/17/2016,88.63
5/16/2016,89.12
5/13/2016,87.88
5/12/2016,87.74
5/11/2016,90.02
5/10/2016,92.89
5/9/2016,90.54
5/6/2016,90.84
5/5/2016,89.37
5/4/2016,90.79
5/3/2016,91.54
5/2/2016,93.11
4/29/2016,90.03
4/28/2016,90.28
4/27/2016,91.04
4/26/2016,92.43
4/25/2016,93.56
